station,timestamp,rh,wd,ws
"תל-אביב, חוף",02/01/2018 01:10,68,276,10.9
"תל-אביב, חוף",02/01/2018 01:20,66,274,10.5
"תל-אביב, חוף",02/01/2018 01:30,65,276,10.6
"תל-אביב, חוף",02/01/2018 01:40,65,268,10.5
"תל-אביב, חוף",02/01/2018 01:50,66,279,10.4
"תל-אביב, חוף",02/01/2018 02:00,64,279,10.4
"תל-אביב, חוף",02/01/2018 02:10,64,273,9.8
"תל-אביב, חוף",02/01/2018 02:20,63,275,10.1
"תל-אביב, חוף",02/01/2018 02:30,62,277,9.8
"תל-אביב, חוף",02/01/2018 02:40,64,275,9.8
"תל-אביב, חוף",02/01/2018 02:50,61,276,9.4
"תל-אביב, חוף",02/01/2018 03:00,59,266,9.8
"תל-אביב, חוף",02/01/2018 03:10,60,272,9.6
"תל-אביב, חוף",02/01/2018 03:20,58,269,9.9
"תל-אביב, חוף",02/01/2018 03:30,59,273,9
"תל-אביב, חוף",02/01/2018 03:40,61,271,9.2
"תל-אביב, חוף",02/01/2018 03:50,58,278,9.2
"תל-אביב, חוף",02/01/2018 04:00,61,276,8.1
"תל-אביב, חוף",02/01/2018 04:10,63,278,8.2
"תל-אביב, חוף",02/01/2018 04:20,63,284,8.4
"תל-אביב, חוף",02/01/2018 04:30,64,280,8
"תל-אביב, חוף",02/01/2018 04:40,65,277,8
"תל-אביב, חוף",02/01/2018 04:50,62,281,8.5
"תל-אביב, חוף",02/01/2018 05:00,61,281,8.2
"תל-אביב, חוף",02/01/2018 05:10,62,277,8.5
"תל-אביב, חוף",02/01/2018 05:20,63,273,8.1
"תל-אביב, חוף",02/01/2018 05:30,63,278,8.7
"תל-אביב, חוף",02/01/2018 05:40,63,281,9.3
"תל-אביב, חוף",02/01/2018 05:50,63,285,9.3
"תל-אביב, חוף",02/01/2018 06:00,62,279,9
"תל-אביב, חוף",02/01/2018 06:10,64,281,9
"תל-אביב, חוף",02/01/2018 06:20,64,284,8.7
"תל-אביב, חוף",02/01/2018 06:30,64,282,9.1
"תל-אביב, חוף",02/01/2018 06:40,63,284,9.1
"תל-אביב, חוף",02/01/2018 06:50,63,287,8.7
"תל-אביב, חוף",02/01/2018 07:00,67,297,7.6
"תל-אביב, חוף",02/01/2018 07:10,65,295,7.3
"תל-אביב, חוף",02/01/2018 07:20,63,287,7.7
"תל-אביב, חוף",02/01/2018 07:30,65,293,7.7
"תל-אביב, חוף",02/01/2018 07:40,66,294,6.6
"תל-אביב, חוף",02/01/2018 07:50,65,302,6.4
"תל-אביב, חוף",02/01/2018 08:00,65,304,5.1
"תל-אביב, חוף",02/01/2018 08:10,68,118,1.1
"תל-אביב, חוף",02/01/2018 08:20,74,120,1
"תל-אביב, חוף",02/01/2018 08:30,75,204,1.5
"תל-אביב, חוף",02/01/2018 08:40,77,213,3.7
"תל-אביב, חוף",02/01/2018 08:50,79,118,2
"תל-אביב, חוף",02/01/2018 09:00,82,295,1
"תל-אביב, חוף",02/01/2018 09:10,83,83,1.8
"תל-אביב, חוף",02/01/2018 09:20,84,115,1.5
"תל-אביב, חוף",02/01/2018 09:30,85,147,1.3
"תל-אביב, חוף",02/01/2018 09:40,86,116,1.2
"תל-אביב, חוף",02/01/2018 09:50,86,193,1.2
"תל-אביב, חוף",02/01/2018 10:00,86,129,1.4
"תל-אביב, חוף",02/01/2018 10:10,86,116,1.5
"תל-אביב, חוף",02/01/2018 10:20,85,130,1.7
"תל-אביב, חוף",02/01/2018 10:30,83,123,3.5
"תל-אביב, חוף",02/01/2018 10:40,81,122,3.7
"תל-אביב, חוף",02/01/2018 10:50,79,133,2.7
"תל-אביב, חוף",02/01/2018 11:00,77,129,1.5
"תל-אביב, חוף",02/01/2018 11:10,74,148,1.9
"תל-אביב, חוף",02/01/2018 11:20,74,140,2.6
"תל-אביב, חוף",02/01/2018 11:30,75,157,1.8
"תל-אביב, חוף",02/01/2018 11:40,75,162,2.3
"תל-אביב, חוף",02/01/2018 11:50,74,177,1.9
"תל-אביב, חוף",02/01/2018 12:00,75,178,1.5
"תל-אביב, חוף",02/01/2018 12:10,75,201,2
"תל-אביב, חוף",02/01/2018 12:20,75,201,2.4
"תל-אביב, חוף",02/01/2018 12:30,74,235,5.5
"תל-אביב, חוף",02/01/2018 12:40,76,230,5.3
"תל-אביב, חוף",02/01/2018 12:50,76,229,4.7
"תל-אביב, חוף",02/01/2018 13:00,76,236,5.7
"תל-אביב, חוף",02/01/2018 13:10,76,247,8.2
"תל-אביב, חוף",02/01/2018 13:20,76,246,8.4
"תל-אביב, חוף",02/01/2018 13:30,75,242,8
"תל-אביב, חוף",02/01/2018 13:40,74,242,7.4
"תל-אביב, חוף",02/01/2018 13:50,72,238,6.6
"תל-אביב, חוף",02/01/2018 14:00,73,237,6.1
"תל-אביב, חוף",02/01/2018 14:10,75,235,6.3
"תל-אביב, חוף",02/01/2018 14:20,77,233,5.7
"תל-אביב, חוף",02/01/2018 14:30,76,234,6.7
"תל-אביב, חוף",02/01/2018 14:40,75,235,6.5
"תל-אביב, חוף",02/01/2018 14:50,75,246,8.8
"תל-אביב, חוף",02/01/2018 15:00,74,245,8.1
"תל-אביב, חוף",02/01/2018 15:10,73,252,8.7
"תל-אביב, חוף",02/01/2018 15:20,73,252,8.3
"תל-אביב, חוף",02/01/2018 15:30,72,252,8.5
"תל-אביב, חוף",02/01/2018 15:40,72,248,7.8
"תל-אביב, חוף",02/01/2018 15:50,72,246,8.1
"תל-אביב, חוף",02/01/2018 16:00,72,246,8.5
"תל-אביב, חוף",02/01/2018 16:10,72,244,7.3
"תל-אביב, חוף",02/01/2018 16:20,71,242,7.5
"תל-אביב, חוף",02/01/2018 16:30,72,243,7.9
"תל-אביב, חוף",02/01/2018 16:40,73,244,7.6
"תל-אביב, חוף",02/01/2018 16:50,73,244,8.1
"תל-אביב, חוף",02/01/2018 17:00,73,242,7.5
"תל-אביב, חוף",02/01/2018 17:10,73,245,7.3
"תל-אביב, חוף",02/01/2018 17:20,73,247,7.8
"תל-אביב, חוף",02/01/2018 17:30,73,248,7.5
"תל-אביב, חוף",02/01/2018 17:40,73,248,7.6
"תל-אביב, חוף",02/01/2018 17:50,74,252,8
"תל-אביב, חוף",02/01/2018 18:00,74,260,8
"תל-אביב, חוף",02/01/2018 18:10,74,250,7.2
"תל-אביב, חוף",02/01/2018 18:20,73,258,7.5
"תל-אביב, חוף",02/01/2018 18:30,73,255,6.9
"תל-אביב, חוף",02/01/2018 18:40,72,252,6.8
"תל-אביב, חוף",02/01/2018 18:50,72,250,7
"תל-אביב, חוף",02/01/2018 19:00,73,252,6.3
"תל-אביב, חוף",02/01/2018 19:10,73,257,7.3
"תל-אביב, חוף",02/01/2018 19:20,72,252,6.6
"תל-אביב, חוף",02/01/2018 19:30,73,248,6.5
"תל-אביב, חוף",02/01/2018 19:40,73,252,7.1
"תל-אביב, חוף",02/01/2018 19:50,72,255,7.6
"תל-אביב, חוף",02/01/2018 20:00,72,254,7
"תל-אביב, חוף",02/01/2018 20:10,72,255,7
"תל-אביב, חוף",02/01/2018 20:20,72,248,7.5
"תל-אביב, חוף",02/01/2018 20:30,72,252,7.8
"תל-אביב, חוף",02/01/2018 20:40,72,257,8
"תל-אביב, חוף",02/01/2018 20:50,72,257,7.5
"תל-אביב, חוף",02/01/2018 21:00,72,255,7.2
"תל-אביב, חוף",02/01/2018 21:10,71,254,6.9
"תל-אביב, חוף",02/01/2018 21:20,72,253,7.2
"תל-אביב, חוף",02/01/2018 21:30,72,252,7
"תל-אביב, חוף",02/01/2018 21:40,71,250,6.8
"תל-אביב, חוף",02/01/2018 21:50,71,250,7
"תל-אביב, חוף",02/01/2018 22:00,71,249,6.4
"תל-אביב, חוף",02/01/2018 22:10,71,250,6.8
"תל-אביב, חוף",02/01/2018 22:20,72,258,6.8
"תל-אביב, חוף",02/01/2018 22:30,73,251,6.3
"תל-אביב, חוף",02/01/2018 22:40,73,252,6.8
"תל-אביב, חוף",02/01/2018 22:50,72,250,6.5
"תל-אביב, חוף",02/01/2018 23:00,72,248,6
"תל-אביב, חוף",02/01/2018 23:10,71,240,4.8
"תל-אביב, חוף",02/01/2018 23:20,71,239,5
"תל-אביב, חוף",02/01/2018 23:30,70,241,4.8
"תל-אביב, חוף",02/01/2018 23:40,70,202,3.3
"תל-אביב, חוף",02/01/2018 23:50,72,166,2.5
"תל-אביב, חוף",03/01/2018 00:00,72,169,2.9
"תל-אביב, חוף",03/01/2018 00:10,72,168,3
"תל-אביב, חוף",03/01/2018 00:20,71,167,2.9
"תל-אביב, חוף",03/01/2018 00:30,70,160,3.4
"תל-אביב, חוף",03/01/2018 00:40,69,162,2.9
"תל-אביב, חוף",03/01/2018 00:50,68,157,3.2
"תל-אביב, חוף",03/01/2018 01:00,68,158,2.9
"תל-אביב, חוף",03/01/2018 01:10,67,154,2.9
"תל-אביב, חוף",03/01/2018 01:20,67,157,2.8
"תל-אביב, חוף",03/01/2018 01:30,67,156,2.2
"תל-אביב, חוף",03/01/2018 01:40,67,154,2.6
"תל-אביב, חוף",03/01/2018 01:50,67,157,2.6
"תל-אביב, חוף",03/01/2018 02:00,68,159,2.8
"תל-אביב, חוף",03/01/2018 02:10,68,158,2.7
"תל-אביב, חוף",03/01/2018 02:20,68,156,2.7
"תל-אביב, חוף",03/01/2018 02:30,68,154,3.1
"תל-אביב, חוף",03/01/2018 02:40,67,153,3.4
"תל-אביב, חוף",03/01/2018 02:50,67,147,3.1
"תל-אביב, חוף",03/01/2018 03:00,67,146,3.4
"תל-אביב, חוף",03/01/2018 03:10,67,148,3.1
"תל-אביב, חוף",03/01/2018 03:20,66,145,3.6
"תל-אביב, חוף",03/01/2018 03:30,66,146,3
"תל-אביב, חוף",03/01/2018 03:40,66,145,2.8
"תל-אביב, חוף",03/01/2018 03:50,65,149,3.3
"תל-אביב, חוף",03/01/2018 04:00,65,151,3.3
"תל-אביב, חוף",03/01/2018 04:10,65,151,3.2
"תל-אביב, חוף",03/01/2018 04:20,65,157,2.9
"תל-אביב, חוף",03/01/2018 04:30,65,153,3.3
"תל-אביב, חוף",03/01/2018 04:40,64,155,3.2
"תל-אביב, חוף",03/01/2018 04:50,64,157,3.3
"תל-אביב, חוף",03/01/2018 05:00,64,157,3.4
"תל-אביב, חוף",03/01/2018 05:10,64,155,3
"תל-אביב, חוף",03/01/2018 05:20,65,151,3.3
"תל-אביב, חוף",03/01/2018 05:30,65,151,3.1
"תל-אביב, חוף",03/01/2018 05:40,65,152,3
"תל-אביב, חוף",03/01/2018 05:50,65,148,3.2
"תל-אביב, חוף",03/01/2018 06:00,65,150,3.1
"תל-אביב, חוף",03/01/2018 06:10,66,146,3.5
"תל-אביב, חוף",03/01/2018 06:20,66,147,3
"תל-אביב, חוף",03/01/2018 06:30,66,148,3.2
"תל-אביב, חוף",03/01/2018 06:40,66,138,2.6
"תל-אביב, חוף",03/01/2018 06:50,68,121,2.4
"תל-אביב, חוף",03/01/2018 07:00,70,121,2.8
"תל-אביב, חוף",03/01/2018 07:10,70,123,2.8
"תל-אביב, חוף",03/01/2018 07:20,71,119,3
"תל-אביב, חוף",03/01/2018 07:30,71,120,3.1
"תל-אביב, חוף",03/01/2018 07:40,71,123,2.8
"תל-אביב, חוף",03/01/2018 07:50,71,120,2.8
"תל-אביב, חוף",03/01/2018 08:00,71,122,3.1
"תל-אביב, חוף",03/01/2018 08:10,71,125,2.6
"תל-אביב, חוף",03/01/2018 08:20,70,131,1.9
"תל-אביב, חוף",03/01/2018 08:30,69,144,2.3
"תל-אביב, חוף",03/01/2018 08:40,66,153,2.1
"תל-אביב, חוף",03/01/2018 08:50,63,154,2.4
"תל-אביב, חוף",03/01/2018 09:00,62,150,2.5
"תל-אביב, חוף",03/01/2018 09:10,60,150,2.3
"תל-אביב, חוף",03/01/2018 09:20,60,148,2.2
"תל-אביב, חוף",03/01/2018 09:30,59,154,2.5
"תל-אביב, חוף",03/01/2018 09:40,59,159,2.4
"תל-אביב, חוף",03/01/2018 09:50,57,155,2.5
"תל-אביב, חוף",03/01/2018 10:00,57,164,2.3
"תל-אביב, חוף",03/01/2018 10:10,56,171,2.9
"תל-אביב, חוף",03/01/2018 10:20,57,169,2.8
"תל-אביב, חוף",03/01/2018 10:30,56,172,2.2
"תל-אביב, חוף",03/01/2018 10:40,56,172,3.1
"תל-אביב, חוף",03/01/2018 10:50,58,169,2.4
"תל-אביב, חוף",03/01/2018 11:00,58,178,2.8
"תל-אביב, חוף",03/01/2018 11:10,56,190,2.4
"תל-אביב, חוף",03/01/2018 11:20,56,190,2.5
"תל-אביב, חוף",03/01/2018 11:30,56,177,2.5
"תל-אביב, חוף",03/01/2018 11:40,54,187,2.1
"תל-אביב, חוף",03/01/2018 11:50,55,194,2.8
"תל-אביב, חוף",03/01/2018 12:00,55,230,2.8
"תל-אביב, חוף",03/01/2018 12:10,57,217,3.7
"תל-אביב, חוף",03/01/2018 12:20,55,231,3.8
"תל-אביב, חוף",03/01/2018 12:30,54,229,3.6
"תל-אביב, חוף",03/01/2018 12:40,54,235,3.9
"תל-אביב, חוף",03/01/2018 12:50,54,238,4.4
"תל-אביב, חוף",03/01/2018 13:00,54,224,3.6
"תל-אביב, חוף",03/01/2018 13:10,55,223,3.2
"תל-אביב, חוף",03/01/2018 13:20,55,223,4.4
"תל-אביב, חוף",03/01/2018 13:30,55,234,3.7
"תל-אביב, חוף",03/01/2018 13:40,55,244,4.3
"תל-אביב, חוף",03/01/2018 13:50,55,240,4.5
"תל-אביב, חוף",03/01/2018 14:00,55,232,3.8
"תל-אביב, חוף",03/01/2018 14:10,55,235,4.6
"תל-אביב, חוף",03/01/2018 14:20,55,237,4.3
"תל-אביב, חוף",03/01/2018 14:30,55,240,4.4
"תל-אביב, חוף",03/01/2018 14:40,55,241,4.6
"תל-אביב, חוף",03/01/2018 14:50,56,238,4.4
"תל-אביב, חוף",03/01/2018 15:00,53,234,4
"תל-אביב, חוף",03/01/2018 15:10,56,242,4.2
"תל-אביב, חוף",03/01/2018 15:20,55,242,4.1
"תל-אביב, חוף",03/01/2018 15:30,56,236,3.6
"תל-אביב, חוף",03/01/2018 15:40,56,240,3.7
"תל-אביב, חוף",03/01/2018 15:50,57,235,3.6
"תל-אביב, חוף",03/01/2018 16:00,57,236,3.4
"תל-אביב, חוף",03/01/2018 16:10,56,230,3.3
"תל-אביב, חוף",03/01/2018 16:20,56,222,3
"תל-אביב, חוף",03/01/2018 16:30,56,235,3
"תל-אביב, חוף",03/01/2018 16:40,56,234,3.2
"תל-אביב, חוף",03/01/2018 16:50,58,226,2.5
"תל-אביב, חוף",03/01/2018 17:00,59,224,2.7
"תל-אביב, חוף",03/01/2018 17:10,58,226,2.7
"תל-אביב, חוף",03/01/2018 17:20,59,232,2.2
"תל-אביב, חוף",03/01/2018 17:30,60,232,3
"תל-אביב, חוף",03/01/2018 17:40,61,235,3.1
"תל-אביב, חוף",03/01/2018 17:50,61,226,2.6
"תל-אביב, חוף",03/01/2018 18:00,60,224,2.3
"תל-אביב, חוף",03/01/2018 18:10,60,227,2.6
"תל-אביב, חוף",03/01/2018 18:20,60,206,1.8
"תל-אביב, חוף",03/01/2018 18:30,61,213,1.7
"תל-אביב, חוף",03/01/2018 18:40,61,206,1.7
"תל-אביב, חוף",03/01/2018 18:50,61,205,1.8
"תל-אביב, חוף",03/01/2018 19:00,61,193,1.5
"תל-אביב, חוף",03/01/2018 19:10,62,194,1.5
"תל-אביב, חוף",03/01/2018 19:20,61,190,1.2
"תל-אביב, חוף",03/01/2018 19:30,62,180,1.4
"תל-אביב, חוף",03/01/2018 19:40,62,171,0.9
"תל-אביב, חוף",03/01/2018 19:50,63,135,1
"תל-אביב, חוף",03/01/2018 20:00,64,143,0.9
"תל-אביב, חוף",03/01/2018 20:10,65,137,1.2
"תל-אביב, חוף",03/01/2018 20:20,66,140,1.2
"תל-אביב, חוף",03/01/2018 20:30,67,124,1.6
"תל-אביב, חוף",03/01/2018 20:40,67,120,2.1
"תל-אביב, חוף",03/01/2018 20:50,69,117,1.7
"תל-אביב, חוף",03/01/2018 21:00,70,114,2.1
"תל-אביב, חוף",03/01/2018 21:10,70,118,2.2
"תל-אביב, חוף",03/01/2018 21:20,71,116,2.2
"תל-אביב, חוף",03/01/2018 21:30,71,116,2.2
"תל-אביב, חוף",03/01/2018 21:40,73,112,2.3
"תל-אביב, חוף",03/01/2018 21:50,73,114,2.4
"תל-אביב, חוף",03/01/2018 22:00,74,113,2.5
"תל-אביב, חוף",03/01/2018 22:10,75,115,2.6
"תל-אביב, חוף",03/01/2018 22:20,75,115,2.6
"תל-אביב, חוף",03/01/2018 22:30,75,117,2.9
"תל-אביב, חוף",03/01/2018 22:40,76,119,3.2
"תל-אביב, חוף",03/01/2018 22:50,76,120,3.2
"תל-אביב, חוף",03/01/2018 23:00,76,118,3.1
"תל-אביב, חוף",03/01/2018 23:10,77,120,3.5
"תל-אביב, חוף",03/01/2018 23:20,77,117,3
"תל-אביב, חוף",03/01/2018 23:30,77,117,2.7
"תל-אביב, חוף",03/01/2018 23:40,77,121,2.4
"תל-אביב, חוף",03/01/2018 23:50,77,120,2.7
"תל-אביב, חוף",04/01/2018 00:00,78,114,2.6
"תל-אביב, חוף",04/01/2018 00:10,78,114,2.2
"תל-אביב, חוף",04/01/2018 00:20,78,112,2.4
"תל-אביב, חוף",04/01/2018 00:30,78,116,2.6
"תל-אביב, חוף",04/01/2018 00:40,78,114,2.6
"תל-אביב, חוף",04/01/2018 00:50,78,112,2.5
"תל-אביב, חוף",04/01/2018 01:00,78,108,3.2
"תל-אביב, חוף",04/01/2018 01:10,78,112,3.2
"תל-אביב, חוף",04/01/2018 01:20,78,115,2.5
"תל-אביב, חוף",04/01/2018 01:30,78,109,3.1
"תל-אביב, חוף",04/01/2018 01:40,78,111,2.8
"תל-אביב, חוף",04/01/2018 01:50,78,110,2.7
"תל-אביב, חוף",04/01/2018 02:00,77,112,2.6
"תל-אביב, חוף",04/01/2018 02:10,77,112,2.6
"תל-אביב, חוף",04/01/2018 02:20,76,114,2.4
"תל-אביב, חוף",04/01/2018 02:30,75,116,2.4
"תל-אביב, חוף",04/01/2018 02:40,74,116,2.5
"תל-אביב, חוף",04/01/2018 02:50,73,121,2.6
"תל-אביב, חוף",04/01/2018 03:00,72,120,2.8
"תל-אביב, חוף",04/01/2018 03:10,71,121,2.4
"תל-אביב, חוף",04/01/2018 03:20,71,121,2
