"תחנה","תאריך ושעה (שעון קיץ)","לחות יחסית (%)","כיוון הרוח (מעלות)","מהירות רוח (מטר לשניה)"
"חיפה, אוניברסיטה","01/01/2018 22:30","82","254","4.9"
"חיפה, אוניברסיטה","01/01/2018 22:40","83","254","4.9"
"חיפה, אוניברסיטה","01/01/2018 22:50","85","244","5"
"חיפה, אוניברסיטה","01/01/2018 23:00","86","248","5.6"
"חיפה, אוניברסיטה","01/01/2018 23:10","86","245","5.8"
"חיפה, אוניברסיטה","01/01/2018 23:20","86","249","6.3"
"חיפה, אוניברסיטה","01/01/2018 23:30","85","250","6.2"
"חיפה, אוניברסיטה","01/01/2018 23:40","83","250","6.3"
"חיפה, אוניברסיטה","01/01/2018 23:50","82","250","6.4"
"חיפה, אוניברסיטה","02/01/2018 00:00","82","251","6.4"
"חיפה, אוניברסיטה","02/01/2018 00:10","83","252","5.7"
"חיפה, אוניברסיטה","02/01/2018 00:20","84","252","6"
"חיפה, אוניברסיטה","02/01/2018 00:30","85","251","5.8"
"חיפה, אוניברסיטה","02/01/2018 00:40","87","246","6.7"
"חיפה, אוניברסיטה","02/01/2018 00:50","92","249","7.3"
"חיפה, אוניברסיטה","02/01/2018 01:00","94","256","7.8"
"חיפה, אוניברסיטה","02/01/2018 01:10","93","258","6.5"
"חיפה, אוניברסיטה","02/01/2018 01:20","93","263","5.9"
"חיפה, אוניברסיטה","02/01/2018 01:30","93","257","6.6"
"חיפה, אוניברסיטה","02/01/2018 01:40","93","255","6.7"
"חיפה, אוניברסיטה","02/01/2018 01:50","89","253","8.6"
"חיפה, אוניברסיטה","02/01/2018 02:00","86","257","8.7"
"חיפה, אוניברסיטה","02/01/2018 02:10","86","251","8.4"
"חיפה, אוניברסיטה","02/01/2018 02:20","82","249","9.1"
"חיפה, אוניברסיטה","02/01/2018 02:30","83","251","8.7"
"חיפה, אוניברסיטה","02/01/2018 02:40","82","249","9.6"
"חיפה, אוניברסיטה","02/01/2018 02:50","82","252","7.9"
"חיפה, אוניברסיטה","02/01/2018 03:00","81","252","7.9"
"חיפה, אוניברסיטה","02/01/2018 03:10","84","250","7.4"
"חיפה, אוניברסיטה","02/01/2018 03:20","83","247","8"
"חיפה, אוניברסיטה","02/01/2018 03:30","81","247","8.8"
"חיפה, אוניברסיטה","02/01/2018 03:40","80","248","8.5"
"חיפה, אוניברסיטה","02/01/2018 03:50","78","246","8.9"
"חיפה, אוניברסיטה","02/01/2018 04:00","78","249","8.2"
"חיפה, אוניברסיטה","02/01/2018 04:10","77","252","8.3"
"חיפה, אוניברסיטה","02/01/2018 04:20","78","252","8"
"חיפה, אוניברסיטה","02/01/2018 04:30","76","252","8.4"
"חיפה, אוניברסיטה","02/01/2018 04:40","77","249","8.1"
"חיפה, אוניברסיטה","02/01/2018 04:50","77","250","7.4"
"חיפה, אוניברסיטה","02/01/2018 05:00","79","248","7.9"
"חיפה, אוניברסיטה","02/01/2018 05:10","81","247","8"
"חיפה, אוניברסיטה","02/01/2018 05:20","80","249","7.7"
"חיפה, אוניברסיטה","02/01/2018 05:30","78","249","8.3"
"חיפה, אוניברסיטה","02/01/2018 05:40","78","249","8.5"
"חיפה, אוניברסיטה","02/01/2018 05:50","74","249","9"
"חיפה, אוניברסיטה","02/01/2018 06:00","72","250","7.8"
"חיפה, אוניברסיטה","02/01/2018 06:10","74","250","7.2"
"חיפה, אוניברסיטה","02/01/2018 06:20","73","251","7.4"
"חיפה, אוניברסיטה","02/01/2018 06:30","75","251","7.6"
"חיפה, אוניברסיטה","02/01/2018 06:40","77","253","7.3"
"חיפה, אוניברסיטה","02/01/2018 06:50","78","256","6.6"
"חיפה, אוניברסיטה","02/01/2018 07:00","82","255","6.4"
"חיפה, אוניברסיטה","02/01/2018 07:10","80","255","6.9"
"חיפה, אוניברסיטה","02/01/2018 07:20","82","251","7.5"
"חיפה, אוניברסיטה","02/01/2018 07:30","84","249","8.8"
"חיפה, אוניברסיטה","02/01/2018 07:40","83","247","8.6"
"חיפה, אוניברסיטה","02/01/2018 07:50","81","248","7"
"חיפה, אוניברסיטה","02/01/2018 08:00","80","254","6.7"
"חיפה, אוניברסיטה","02/01/2018 08:10","80","254","6.8"
"חיפה, אוניברסיטה","02/01/2018 08:20","81","253","7.1"
"חיפה, אוניברסיטה","02/01/2018 08:30","80","254","6.8"
"חיפה, אוניברסיטה","02/01/2018 08:40","78","250","8"
"חיפה, אוניברסיטה","02/01/2018 08:50","76","250","8.3"
"חיפה, אוניברסיטה","02/01/2018 09:00","76","249","7.8"
"חיפה, אוניברסיטה","02/01/2018 09:10","76","250","6.8"
"חיפה, אוניברסיטה","02/01/2018 09:20","77","248","7.3"
"חיפה, אוניברסיטה","02/01/2018 09:30","77","250","7.1"
"חיפה, אוניברסיטה","02/01/2018 09:40","79","251","7"
"חיפה, אוניברסיטה","02/01/2018 09:50","76","248","6.4"
"חיפה, אוניברסיטה","02/01/2018 10:00","74","252","7.1"
"חיפה, אוניברסיטה","02/01/2018 10:10","74","249","6.9"
"חיפה, אוניברסיטה","02/01/2018 10:20","73","248","6.8"
"חיפה, אוניברסיטה","02/01/2018 10:30","71","252","6.8"
"חיפה, אוניברסיטה","02/01/2018 10:40","72","254","6.8"
"חיפה, אוניברסיטה","02/01/2018 10:50","73","254","7.1"
"חיפה, אוניברסיטה","02/01/2018 11:00","71","251","7"
"חיפה, אוניברסיטה","02/01/2018 11:10","75","249","7.1"
"חיפה, אוניברסיטה","02/01/2018 11:20","72","248","7.7"
"חיפה, אוניברסיטה","02/01/2018 11:30","71","249","6.9"
"חיפה, אוניברסיטה","02/01/2018 11:40","71","245","7.8"
"חיפה, אוניברסיטה","02/01/2018 11:50","72","246","8.1"
"חיפה, אוניברסיטה","02/01/2018 12:00","73","250","6.8"
"חיפה, אוניברסיטה","02/01/2018 12:10","72","249","7.5"
"חיפה, אוניברסיטה","02/01/2018 12:20","72","250","8"
"חיפה, אוניברסיטה","02/01/2018 12:30","69","249","8.1"
"חיפה, אוניברסיטה","02/01/2018 12:40","68","248","9.1"
"חיפה, אוניברסיטה","02/01/2018 12:50","69","249","7.2"
"חיפה, אוניברסיטה","02/01/2018 13:00","72","251","6.9"
"חיפה, אוניברסיטה","02/01/2018 13:10","74","250","6.4"
"חיפה, אוניברסיטה","02/01/2018 13:20","74","253","6.1"
"חיפה, אוניברסיטה","02/01/2018 13:30","74","250","7.2"
"חיפה, אוניברסיטה","02/01/2018 13:40","77","248","7.4"
"חיפה, אוניברסיטה","02/01/2018 13:50","77","247","7"
"חיפה, אוניברסיטה","02/01/2018 14:00","78","240","6.8"
"חיפה, אוניברסיטה","02/01/2018 14:10","78","245","6.9"
"חיפה, אוניברסיטה","02/01/2018 14:20","79","253","6.7"
"חיפה, אוניברסיטה","02/01/2018 14:30","80","249","6.5"
"חיפה, אוניברסיטה","02/01/2018 14:40","80","248","6.8"
"חיפה, אוניברסיטה","02/01/2018 14:50","80","248","7.1"
"חיפה, אוניברסיטה","02/01/2018 15:00","80","249","7.1"
"חיפה, אוניברסיטה","02/01/2018 15:10","81","258","6.5"
"חיפה, אוניברסיטה","02/01/2018 15:20","80","254","6.6"
"חיפה, אוניברסיטה","02/01/2018 15:30","78","251","6.2"
"חיפה, אוניברסיטה","02/01/2018 15:40","78","254","7.2"
"חיפה, אוניברסיטה","02/01/2018 15:50","76","256","7.7"
"חיפה, אוניברסיטה","02/01/2018 16:00","76","249","7.8"
"חיפה, אוניברסיטה","02/01/2018 16:10","78","251","7.2"
"חיפה, אוניברסיטה","02/01/2018 16:20","77","252","7.4"
"חיפה, אוניברסיטה","02/01/2018 16:30","78","253","6.3"
"חיפה, אוניברסיטה","02/01/2018 16:40","79","251","6.3"
"חיפה, אוניברסיטה","02/01/2018 16:50","81","256","6.2"
"חיפה, אוניברסיטה","02/01/2018 17:00","82","255","6.2"
"חיפה, אוניברסיטה","02/01/2018 17:10","83","253","5.8"
"חיפה, אוניברסיטה","02/01/2018 17:20","83","253","6.1"
"חיפה, אוניברסיטה","02/01/2018 17:30","83","249","6.3"
"חיפה, אוניברסיטה","02/01/2018 17:40","84","251","5.6"
"חיפה, אוניברסיטה","02/01/2018 17:50","84","250","5.3"
"חיפה, אוניברסיטה","02/01/2018 18:00","86","255","4.2"
"חיפה, אוניברסיטה","02/01/2018 18:10","86","260","4.1"
"חיפה, אוניברסיטה","02/01/2018 18:20","87","261","4.5"
"חיפה, אוניברסיטה","02/01/2018 18:30","88","262","4.5"
"חיפה, אוניברסיטה","02/01/2018 18:40","88","261","4.8"
"חיפה, אוניברסיטה","02/01/2018 18:50","89","259","5.1"
"חיפה, אוניברסיטה","02/01/2018 19:00","89","260","4.4"
"חיפה, אוניברסיטה","02/01/2018 19:10","89","259","4.3"
"חיפה, אוניברסיטה","02/01/2018 19:20","89","260","3.8"
"חיפה, אוניברסיטה","02/01/2018 19:30","90","257","4.6"
"חיפה, אוניברסיטה","02/01/2018 19:40","90","256","5"
"חיפה, אוניברסיטה","02/01/2018 19:50","90","259","4.3"
"חיפה, אוניברסיטה","02/01/2018 20:00","89","260","4.8"
"חיפה, אוניברסיטה","02/01/2018 20:10","89","260","5.5"
"חיפה, אוניברסיטה","02/01/2018 20:20","89","254","5.9"
"חיפה, אוניברסיטה","02/01/2018 20:30","90","255","5.9"
"חיפה, אוניברסיטה","02/01/2018 20:40","90","259","5.1"
"חיפה, אוניברסיטה","02/01/2018 20:50","91","262","4.9"
"חיפה, אוניברסיטה","02/01/2018 21:00","94","254","4.4"
"חיפה, אוניברסיטה","02/01/2018 21:10","95","253","4"
"חיפה, אוניברסיטה","02/01/2018 21:20","95","256","4.2"
"חיפה, אוניברסיטה","02/01/2018 21:30","95","263","5.6"
"חיפה, אוניברסיטה","02/01/2018 21:40","93","263","6.1"
"חיפה, אוניברסיטה","02/01/2018 21:50","92","260","5.5"
"חיפה, אוניברסיטה","02/01/2018 22:00","91","252","5.5"
"חיפה, אוניברסיטה","02/01/2018 22:10","91","252","5.3"
"חיפה, אוניברסיטה","02/01/2018 22:20","91","252","5.1"
"חיפה, אוניברסיטה","02/01/2018 22:30","90","252","5"
"חיפה, אוניברסיטה","02/01/2018 22:40","90","251","4.9"
"חיפה, אוניברסיטה","02/01/2018 22:50","90","251","5.3"
"חיפה, אוניברסיטה","02/01/2018 23:00","90","254","5.3"
"חיפה, אוניברסיטה","02/01/2018 23:10","90","252","5.4"
"חיפה, אוניברסיטה","02/01/2018 23:20","90","251","4.9"
"חיפה, אוניברסיטה","02/01/2018 23:30","90","251","4.7"
"חיפה, אוניברסיטה","02/01/2018 23:40","90","248","5.4"
"חיפה, אוניברסיטה","02/01/2018 23:50","90","251","5.3"
"חיפה, אוניברסיטה","03/01/2018 00:00","90","251","5.6"
"חיפה, אוניברסיטה","03/01/2018 00:10","91","250","5.9"
"חיפה, אוניברסיטה","03/01/2018 00:20","92","251","5.5"
"חיפה, אוניברסיטה","03/01/2018 00:30","92","250","5.5"
"חיפה, אוניברסיטה","03/01/2018 00:40","90","247","5"
"חיפה, אוניברסיטה","03/01/2018 00:50","91","248","5.1"
"חיפה, אוניברסיטה","03/01/2018 01:00","90","249","5.5"
"חיפה, אוניברסיטה","03/01/2018 01:10","91","247","4.9"
"חיפה, אוניברסיטה","03/01/2018 01:20","91","248","5.1"
"חיפה, אוניברסיטה","03/01/2018 01:30","91","251","5.3"
"חיפה, אוניברסיטה","03/01/2018 01:40","91","240","5.8"
"חיפה, אוניברסיטה","03/01/2018 01:50","92","240","6.6"
"חיפה, אוניברסיטה","03/01/2018 02:00","93","242","6.3"
"חיפה, אוניברסיטה","03/01/2018 02:10","95","242","6.5"
"חיפה, אוניברסיטה","03/01/2018 02:20","95","238","6.7"
"חיפה, אוניברסיטה","03/01/2018 02:30","95","234","7.8"
"חיפה, אוניברסיטה","03/01/2018 02:40","97","234","7.3"
"חיפה, אוניברסיטה","03/01/2018 02:50","97","233","6.6"
"חיפה, אוניברסיטה","03/01/2018 03:00","97","236","7"
"חיפה, אוניברסיטה","03/01/2018 03:10","98","232","7.5"
"חיפה, אוניברסיטה","03/01/2018 03:20","98","233","8.6"
"חיפה, אוניברסיטה","03/01/2018 03:30","98","234","8.3"
"חיפה, אוניברסיטה","03/01/2018 03:40","98","239","8.7"
"חיפה, אוניברסיטה","03/01/2018 03:50","98","243","7.8"
"חיפה, אוניברסיטה","03/01/2018 04:00","98","228","6.8"
"חיפה, אוניברסיטה","03/01/2018 04:10","98","216","6.4"
"חיפה, אוניברסיטה","03/01/2018 04:20","98","209","6.6"
"חיפה, אוניברסיטה","03/01/2018 04:30","98","208","7.1"
"חיפה, אוניברסיטה","03/01/2018 04:40","98","213","7.7"
"חיפה, אוניברסיטה","03/01/2018 04:50","98","212","9.2"
"חיפה, אוניברסיטה","03/01/2018 05:00","97","213","10.1"
"חיפה, אוניברסיטה","03/01/2018 05:10","96","214","9.9"
"חיפה, אוניברסיטה","03/01/2018 05:20","96","213","9.8"
"חיפה, אוניברסיטה","03/01/2018 05:30","95","218","10"
"חיפה, אוניברסיטה","03/01/2018 05:40","95","217","9.7"
"חיפה, אוניברסיטה","03/01/2018 05:50","94","217","10.5"
"חיפה, אוניברסיטה","03/01/2018 06:00","94","217","10.7"
"חיפה, אוניברסיטה","03/01/2018 06:10","93","217","10.9"
"חיפה, אוניברסיטה","03/01/2018 06:20","93","221","10.6"
"חיפה, אוניברסיטה","03/01/2018 06:30","93","218","9.9"
"חיפה, אוניברסיטה","03/01/2018 06:40","93","217","9.9"
"חיפה, אוניברסיטה","03/01/2018 06:50","93","219","9.9"
"חיפה, אוניברסיטה","03/01/2018 07:00","94","222","10.1"
"חיפה, אוניברסיטה","03/01/2018 07:10","94","221","11"
"חיפה, אוניברסיטה","03/01/2018 07:20","94","223","10.1"
"חיפה, אוניברסיטה","03/01/2018 07:30","94","222","10"
"חיפה, אוניברסיטה","03/01/2018 07:40","93","217","10.1"
"חיפה, אוניברסיטה","03/01/2018 07:50","91","217","9.9"
"חיפה, אוניברסיטה","03/01/2018 08:00","91","217","9.4"
"חיפה, אוניברסיטה","03/01/2018 08:10","92","213","9.7"
"חיפה, אוניברסיטה","03/01/2018 08:20","91","213","9.4"
"חיפה, אוניברסיטה","03/01/2018 08:30","89","212","9.2"
"חיפה, אוניברסיטה","03/01/2018 08:40","87","215","9.5"
"חיפה, אוניברסיטה","03/01/2018 08:50","86","216","9.8"
"חיפה, אוניברסיטה","03/01/2018 09:00","85","217","10.8"
"חיפה, אוניברסיטה","03/01/2018 09:10","84","218","11.4"
"חיפה, אוניברסיטה","03/01/2018 09:20","85","216","10.9"
"חיפה, אוניברסיטה","03/01/2018 09:30","85","215","10.7"
"חיפה, אוניברסיטה","03/01/2018 09:40","85","217","10"
"חיפה, אוניברסיטה","03/01/2018 09:50","84","217","9.9"
"חיפה, אוניברסיטה","03/01/2018 10:00","84","216","9.5"
"חיפה, אוניברסיטה","03/01/2018 10:10","83","220","10.2"
"חיפה, אוניברסיטה","03/01/2018 10:20","82","223","9.6"
"חיפה, אוניברסיטה","03/01/2018 10:30","82","218","9.6"
"חיפה, אוניברסיטה","03/01/2018 10:40","81","220","9.3"
"חיפה, אוניברסיטה","03/01/2018 10:50","81","218","8.4"
"חיפה, אוניברסיטה","03/01/2018 11:00","80","214","8.8"
"חיפה, אוניברסיטה","03/01/2018 11:10","79","213","9.6"
"חיפה, אוניברסיטה","03/01/2018 11:20","79","216","9.4"
"חיפה, אוניברסיטה","03/01/2018 11:30","78","217","9.4"
"חיפה, אוניברסיטה","03/01/2018 11:40","76","222","10.1"
"חיפה, אוניברסיטה","03/01/2018 11:50","76","216","10"
"חיפה, אוניברסיטה","03/01/2018 12:00","74","224","10.3"
"חיפה, אוניברסיטה","03/01/2018 12:10","76","225","8.6"
"חיפה, אוניברסיטה","03/01/2018 12:20","75","223","7.9"
"חיפה, אוניברסיטה","03/01/2018 12:30","76","234","7.5"
"חיפה, אוניברסיטה","03/01/2018 12:40","76","229","7.4"
"חיפה, אוניברסיטה","03/01/2018 12:50","78","235","6.6"
"חיפה, אוניברסיטה","03/01/2018 13:00","78","229","7.2"
"חיפה, אוניברסיטה","03/01/2018 13:10","75","222","7.4"
"חיפה, אוניברסיטה","03/01/2018 13:20","74","228","8"
"חיפה, אוניברסיטה","03/01/2018 13:30","75","224","7.7"
"חיפה, אוניברסיטה","03/01/2018 13:40","75","224","7.5"
"חיפה, אוניברסיטה","03/01/2018 13:50","76","224","6.1"
"חיפה, אוניברסיטה","03/01/2018 14:00","75","223","6.2"
"חיפה, אוניברסיטה","03/01/2018 14:10","74","232","6.6"
"חיפה, אוניברסיטה","03/01/2018 14:20","74","228","6.4"
"חיפה, אוניברסיטה","03/01/2018 14:30","76","231","7"
"חיפה, אוניברסיטה","03/01/2018 14:40","78","228","6.8"
"חיפה, אוניברסיטה","03/01/2018 14:50","77","227","7.4"
"חיפה, אוניברסיטה","03/01/2018 15:00","77","227","7.1"
"חיפה, אוניברסיטה","03/01/2018 15:10","77","226","6.7"
"חיפה, אוניברסיטה","03/01/2018 15:20","78","228","7.1"
"חיפה, אוניברסיטה","03/01/2018 15:30","79","227","7.3"
"חיפה, אוניברסיטה","03/01/2018 15:40","78","223","7.2"
"חיפה, אוניברסיטה","03/01/2018 15:50","79","231","7.3"
"חיפה, אוניברסיטה","03/01/2018 16:00","79","231","7.2"
"חיפה, אוניברסיטה","03/01/2018 16:10","79","225","7.8"
"חיפה, אוניברסיטה","03/01/2018 16:20","80","230","8"
"חיפה, אוניברסיטה","03/01/2018 16:30","82","229","8.2"
"חיפה, אוניברסיטה","03/01/2018 16:40","81","224","8"
"חיפה, אוניברסיטה","03/01/2018 16:50","80","230","8.1"
"חיפה, אוניברסיטה","03/01/2018 17:00","81","231","8"
"חיפה, אוניברסיטה","03/01/2018 17:10","82","226","8.1"
"חיפה, אוניברסיטה","03/01/2018 17:20","83","228","8.1"
"חיפה, אוניברסיטה","03/01/2018 17:30","83","230","7.5"
"חיפה, אוניברסיטה","03/01/2018 17:40","83","227","6.9"
"חיפה, אוניברסיטה","03/01/2018 17:50","84","225","7"
"חיפה, אוניברסיטה","03/01/2018 18:00","83","224","7"
"חיפה, אוניברסיטה","03/01/2018 18:10","84","226","6.6"
