"תחנה","תאריך ושעה (שעון קיץ)","לחות יחסית (%)","כיוון הרוח (מעלות)","מהירות רוח (מטר לשניה)"
"נחשון","02/01/2021 00:20","80","64","0.7"
"נחשון","02/01/2021 00:30","78","30","0.7"
"נחשון","02/01/2021 00:40","79","14","0.7"
"נחשון","02/01/2021 00:50","80","9","0.7"
"נחשון","02/01/2021 01:00","82","35","1.1"
"נחשון","02/01/2021 01:10","81","98","0.3"
"נחשון","02/01/2021 01:20","81","227","0.5"
"נחשון","02/01/2021 01:30","81","182","0.5"
"נחשון","02/01/2021 01:40","80","197","0.4"
"נחשון","02/01/2021 01:50","81","233","0.8"
"נחשון","02/01/2021 02:00","81","260","1.4"
"נחשון","02/01/2021 02:10","81","259","1.7"
"נחשון","02/01/2021 02:20","80","249","0.7"
"נחשון","02/01/2021 02:30","84","148","0.6"
"נחשון","02/01/2021 02:40","85","174","1.2"
"נחשון","02/01/2021 02:50","85","217","0.7"
"נחשון","02/01/2021 03:00","86","255","0.7"
"נחשון","02/01/2021 03:10","86","217","0.8"
"נחשון","02/01/2021 03:20","85","173","1.2"
"נחשון","02/01/2021 03:30","85","146","1.6"
"נחשון","02/01/2021 03:40","85","154","1.6"
"נחשון","02/01/2021 03:50","84","163","1.2"
"נחשון","02/01/2021 04:00","85","150","1.8"
"נחשון","02/01/2021 04:10","86","174","1.6"
"נחשון","02/01/2021 04:20","88","150","2.3"
"נחשון","02/01/2021 04:30","90","128","3.1"
"נחשון","02/01/2021 04:40","90","129","3.2"
"נחשון","02/01/2021 04:50","89","128","3.8"
"נחשון","02/01/2021 05:00","89","128","3.2"
"נחשון","02/01/2021 05:10","89","134","2.9"
"נחשון","02/01/2021 05:20","89","136","3.5"
"נחשון","02/01/2021 05:30","89","133","3.2"
"נחשון","02/01/2021 05:40","90","128","3.2"
"נחשון","02/01/2021 05:50","90","128","2.9"
"נחשון","02/01/2021 06:00","90","123","2.2"
"נחשון","02/01/2021 06:10","90","127","1.9"
"נחשון","02/01/2021 06:20","90","108","2.2"
"נחשון","02/01/2021 06:30","90","134","2.3"
"נחשון","02/01/2021 06:40","89","139","2.5"
"נחשון","02/01/2021 06:50","88","156","1.7"
"נחשון","02/01/2021 07:00","86","153","1.8"
"נחשון","02/01/2021 07:10","88","168","1.5"
"נחשון","02/01/2021 07:20","88","149","1.4"
"נחשון","02/01/2021 07:30","87","157","1.8"
"נחשון","02/01/2021 07:40","85","169","1.5"
"נחשון","02/01/2021 07:50","87","179","1.4"
"נחשון","02/01/2021 08:00","88","172","1.1"
"נחשון","02/01/2021 08:10","89","159","1.7"
"נחשון","02/01/2021 08:20","90","129","2.9"
"נחשון","02/01/2021 08:30","88","174","1.6"
"נחשון","02/01/2021 08:40","84","150","1.3"
"נחשון","02/01/2021 08:50","85","211","1.1"
"נחשון","02/01/2021 09:00","83","179","1.1"
"נחשון","02/01/2021 09:10","82","145","2"
"נחשון","02/01/2021 09:20","82","138","1.9"
"נחשון","02/01/2021 09:30","78","131","2.2"
"נחשון","02/01/2021 09:40","77","122","1.1"
"נחשון","02/01/2021 09:50","75","107","0.3"
"נחשון","02/01/2021 10:00","74","55","0"
"נחשון","02/01/2021 10:10","68","120","0.8"
"נחשון","02/01/2021 10:20","68","128","1.1"
"נחשון","02/01/2021 10:30","67","183","0.7"
"נחשון","02/01/2021 10:40","65","203","0.5"
"נחשון","02/01/2021 10:50","66","266","0.6"
"נחשון","02/01/2021 11:00","61","247","0.4"
"נחשון","02/01/2021 11:10","59","300","0.7"
"נחשון","02/01/2021 11:20","59","288","0.9"
"נחשון","02/01/2021 11:30","59","281","0.8"
"נחשון","02/01/2021 11:40","56","251","0.9"
"נחשון","02/01/2021 11:50","55","25","0.7"
"נחשון","02/01/2021 12:00","57","255","1.1"
"נחשון","02/01/2021 12:10","61","312","1.2"
"נחשון","02/01/2021 12:20","61","267","1.3"
"נחשון","02/01/2021 12:30","61","272","1.4"
"נחשון","02/01/2021 12:40","59","276","1.3"
"נחשון","02/01/2021 12:50","57","300","1.5"
"נחשון","02/01/2021 13:00","58","341","2.1"
"נחשון","02/01/2021 13:10","58","317","2"
"נחשון","02/01/2021 13:20","59","338","2.3"
"נחשון","02/01/2021 13:30","57","313","1.8"
"נחשון","02/01/2021 13:40","56","323","1.9"
"נחשון","02/01/2021 13:50","57","354","2.4"
"נחשון","02/01/2021 14:00","57","355","2.4"
"נחשון","02/01/2021 14:10","57","355","1.9"
"נחשון","02/01/2021 14:20","57","341","2.2"
"נחשון","02/01/2021 14:30","58","350","2.1"
"נחשון","02/01/2021 14:40","60","3","1.7"
"נחשון","02/01/2021 14:50","58","333","2.8"
"נחשון","02/01/2021 15:00","59","337","2.5"
"נחשון","02/01/2021 15:10","59","329","2.5"
"נחשון","02/01/2021 15:20","58","341","2.6"
"נחשון","02/01/2021 15:30","58","325","2.7"
"נחשון","02/01/2021 15:40","59","336","2.8"
"נחשון","02/01/2021 15:50","68","321","3.2"
"נחשון","02/01/2021 16:00","71","322","2.5"
"נחשון","02/01/2021 16:10","72","330","2.4"
"נחשון","02/01/2021 16:20","75","329","2.6"
"נחשון","02/01/2021 16:30","78","326","2.5"
"נחשון","02/01/2021 16:40","79","326","2.2"
"נחשון","02/01/2021 16:50","80","336","2.2"
"נחשון","02/01/2021 17:00","81","330","2.1"
"נחשון","02/01/2021 17:10","83","329","1.6"
"נחשון","02/01/2021 17:20","84","332","1.7"
"נחשון","02/01/2021 17:30","84","338","1.1"
"נחשון","02/01/2021 17:40","85","328","1.2"
"נחשון","02/01/2021 17:50","86","323","0.5"
"נחשון","02/01/2021 18:00","83","11","0.3"
"נחשון","02/01/2021 18:10","86","132","0.5"
"נחשון","02/01/2021 18:20","88","146","0.8"
"נחשון","02/01/2021 18:30","87","157","1.6"
"נחשון","02/01/2021 18:40","89","131","2.6"
"נחשון","02/01/2021 18:50","90","137","2.9"
"נחשון","02/01/2021 19:00","90","132","3.2"
"נחשון","02/01/2021 19:10","90","136","2.7"
"נחשון","02/01/2021 19:20","90","134","3.2"
"נחשון","02/01/2021 19:30","90","133","3.8"
"נחשון","02/01/2021 19:40","91","130","4"
"נחשון","02/01/2021 19:50","91","127","3.6"
"נחשון","02/01/2021 20:00","91","126","3.3"
"נחשון","02/01/2021 20:10","91","127","3.4"
"נחשון","02/01/2021 20:20","90","126","3.4"
"נחשון","02/01/2021 20:30","90","126","3.3"
"נחשון","02/01/2021 20:40","91","130","3.8"
"נחשון","02/01/2021 20:50","91","130","3.5"
"נחשון","02/01/2021 21:00","91","132","3.2"
"נחשון","02/01/2021 21:10","92","126","3"
"נחשון","02/01/2021 21:20","92","127","3.4"
"נחשון","02/01/2021 21:30","92","130","3.7"
"נחשון","02/01/2021 21:40","93","131","3.7"
"נחשון","02/01/2021 21:50","93","129","3"
"נחשון","02/01/2021 22:00","93","130","2.6"
"נחשון","02/01/2021 22:10","93","132","3.3"
"נחשון","02/01/2021 22:20","93","133","3.4"
"נחשון","02/01/2021 22:30","93","132","3.1"
"נחשון","02/01/2021 22:40","93","133","3.2"
"נחשון","02/01/2021 22:50","93","128","3.8"
"נחשון","02/01/2021 23:00","92","134","3.7"
"נחשון","02/01/2021 23:10","92","135","3.4"
"נחשון","02/01/2021 23:20","92","140","2.8"
"נחשון","02/01/2021 23:30","92","188","1.5"
"נחשון","02/01/2021 23:40","91","197","1.2"
"נחשון","02/01/2021 23:50","91","167","1.3"
"נחשון","03/01/2021 00:00","91","165","1.5"
"נחשון","03/01/2021 00:10","91","167","1.3"
"נחשון","03/01/2021 00:20","90","159","1.9"
"נחשון","03/01/2021 00:30","91","166","1.6"
"נחשון","03/01/2021 00:40","91","175","1.8"
"נחשון","03/01/2021 00:50","91","171","1.6"
"נחשון","03/01/2021 01:00","89","172","1.3"
"נחשון","03/01/2021 01:10","89","168","2"
"נחשון","03/01/2021 01:20","89","192","1.5"
"נחשון","03/01/2021 01:30","89","184","0.9"
"נחשון","03/01/2021 01:40","87","177","1.4"
"נחשון","03/01/2021 01:50","86","172","1.6"
"נחשון","03/01/2021 02:00","87","193","0.9"
"נחשון","03/01/2021 02:10","87","190","0.6"
"נחשון","03/01/2021 02:20","85","170","1.3"
"נחשון","03/01/2021 02:30","83","178","1.9"
"נחשון","03/01/2021 02:40","80","166","2.2"
"נחשון","03/01/2021 02:50","82","182","2"
"נחשון","03/01/2021 03:00","80","161","2.4"
"נחשון","03/01/2021 03:10","85","151","3.1"
"נחשון","03/01/2021 03:20","84","192","1.3"
"נחשון","03/01/2021 03:30","84","186","1.1"
"נחשון","03/01/2021 03:40","84","177","1.9"
"נחשון","03/01/2021 03:50","85","209","2.1"
"נחשון","03/01/2021 04:00","86","228","1"
"נחשון","03/01/2021 04:10","88","167","1.2"
"נחשון","03/01/2021 04:20","86","176","1.4"
"נחשון","03/01/2021 04:30","88","191","1.8"
"נחשון","03/01/2021 04:40","90","185","1.7"
"נחשון","03/01/2021 04:50","88","182","1.4"
"נחשון","03/01/2021 05:00","87","169","1.7"
"נחשון","03/01/2021 05:10","88","175","2.1"
"נחשון","03/01/2021 05:20","88","191","1.6"
"נחשון","03/01/2021 05:30","90","89","1.1"
"נחשון","03/01/2021 05:40","92","130","1.5"
"נחשון","03/01/2021 05:50","91","175","0.6"
"נחשון","03/01/2021 06:00","91","141","1.6"
"נחשון","03/01/2021 06:10","91","156","1.6"
"נחשון","03/01/2021 06:20","91","140","2.4"
"נחשון","03/01/2021 06:30","91","161","1.3"
"נחשון","03/01/2021 06:40","91","166","1.4"
"נחשון","03/01/2021 06:50","92","137","2.5"
"נחשון","03/01/2021 07:00","92","169","1.7"
"נחשון","03/01/2021 07:10","92","159","1.7"
"נחשון","03/01/2021 07:20","92","171","1.3"
"נחשון","03/01/2021 07:30","91","155","1.3"
"נחשון","03/01/2021 07:40","91","146","1.7"
"נחשון","03/01/2021 07:50","92","162","1.6"
"נחשון","03/01/2021 08:00","92","176","1.3"
"נחשון","03/01/2021 08:10","92","160","1.5"
"נחשון","03/01/2021 08:20","92","172","1.6"
"נחשון","03/01/2021 08:30","92","178","1.2"
"נחשון","03/01/2021 08:40","91","167","1.5"
"נחשון","03/01/2021 08:50","91","102","1.2"
"נחשון","03/01/2021 09:00","91","107","1.7"
"נחשון","03/01/2021 09:10","91","124","1.9"
"נחשון","03/01/2021 09:20","89","124","0.8"
"נחשון","03/01/2021 09:30","87","26","0.3"
"נחשון","03/01/2021 09:40","86","6","0.5"
"נחשון","03/01/2021 09:50","86","5","0.7"
"נחשון","03/01/2021 10:00","85","33","0.7"
"נחשון","03/01/2021 10:10","85","21","0.9"
"נחשון","03/01/2021 10:20","83","49","0.4"
"נחשון","03/01/2021 10:30","81","330","0.4"
"נחשון","03/01/2021 10:40","80","340","0.9"
"נחשון","03/01/2021 10:50","83","4","1.8"
"נחשון","03/01/2021 11:00","82","347","1.8"
"נחשון","03/01/2021 11:10","82","3","1.8"
"נחשון","03/01/2021 11:20","80","357","2"
"נחשון","03/01/2021 11:30","79","1","2.2"
"נחשון","03/01/2021 11:40","79","353","2.3"
"נחשון","03/01/2021 11:50","79","352","2.2"
"נחשון","03/01/2021 12:00","78","2","1.9"
"נחשון","03/01/2021 12:10","77","359","2.2"
"נחשון","03/01/2021 12:20","76","354","2"
"נחשון","03/01/2021 12:30","76","355","1.9"
"נחשון","03/01/2021 12:40","73","3","1.9"
"נחשון","03/01/2021 12:50","74","8","1.7"
"נחשון","03/01/2021 13:00","73","2","1.7"
"נחשון","03/01/2021 13:10","72","341","1.6"
"נחשון","03/01/2021 13:20","72","357","1"
"נחשון","03/01/2021 13:30","75","274","1.2"
"נחשון","03/01/2021 13:40","78","259","2.9"
"נחשון","03/01/2021 13:50","82","245","3"
"נחשון","03/01/2021 14:00","83","239","3.5"
"נחשון","03/01/2021 14:10","84","248","3.1"
"נחשון","03/01/2021 14:20","82","257","2.4"
"נחשון","03/01/2021 14:30","82","238","2.2"
"נחשון","03/01/2021 14:40","81","246","2"
"נחשון","03/01/2021 14:50","80","236","2.2"
"נחשון","03/01/2021 15:00","79","237","1.4"
"נחשון","03/01/2021 15:10","77","5","1.5"
"נחשון","03/01/2021 15:20","73","347","1.1"
"נחשון","03/01/2021 15:30","73","337","1.3"
"נחשון","03/01/2021 15:40","75","358","1.1"
"נחשון","03/01/2021 15:50","75","13","0.9"
"נחשון","03/01/2021 16:00","75","344","0.9"
"נחשון","03/01/2021 16:10","76","356","0.9"
"נחשון","03/01/2021 16:20","79","353","1.5"
"נחשון","03/01/2021 16:30","80","356","1.5"
"נחשון","03/01/2021 16:40","82","8","1.1"
"נחשון","03/01/2021 16:50","82","328","1.1"
"נחשון","03/01/2021 17:00","83","331","1.1"
"נחשון","03/01/2021 17:10","83","329","1.1"
"נחשון","03/01/2021 17:20","83","331","1.3"
"נחשון","03/01/2021 17:30","83","328","1.3"
"נחשון","03/01/2021 17:40","83","321","1.1"
"נחשון","03/01/2021 17:50","83","312","0.6"
"נחשון","03/01/2021 18:00","85","305","0.6"
"נחשון","03/01/2021 18:10","85","318","0.7"
"נחשון","03/01/2021 18:20","84","333","0.1"
"נחשון","03/01/2021 18:30","87","135","0.8"
"נחשון","03/01/2021 18:40","89","148","1.2"
"נחשון","03/01/2021 18:50","91","156","1.2"
"נחשון","03/01/2021 19:00","91","198","0.7"
"נחשון","03/01/2021 19:10","92","146","0.7"
"נחשון","03/01/2021 19:20","93","155","0.6"
"נחשון","03/01/2021 19:30","92","172","0.9"
"נחשון","03/01/2021 19:40","93","175","0.8"
"נחשון","03/01/2021 19:50","93","159","1.5"
"נחשון","03/01/2021 20:00","94","134","2.5"
"נחשון","03/01/2021 20:10","95","135","2.4"
"נחשון","03/01/2021 20:20","95","137","2.3"
"נחשון","03/01/2021 20:30","95","137","2.6"
"נחשון","03/01/2021 20:40","95","147","2.2"
"נחשון","03/01/2021 20:50","95","140","2.6"
"נחשון","03/01/2021 21:00","96","138","3"
"נחשון","03/01/2021 21:10","96","134","3.4"
"נחשון","03/01/2021 21:20","96","135","3.4"
"נחשון","03/01/2021 21:30","96","134","3.4"
"נחשון","03/01/2021 21:40","96","133","3.3"
"נחשון","03/01/2021 21:50","97","133","3.3"
"נחשון","03/01/2021 22:00","97","133","3.3"
"נחשון","03/01/2021 22:10","97","133","3.1"
"נחשון","03/01/2021 22:20","97","131","3.2"
"נחשון","03/01/2021 22:30","97","130","3.2"
"נחשון","03/01/2021 22:40","97","131","3.2"
"נחשון","03/01/2021 22:50","97","132","3.5"
"נחשון","03/01/2021 23:00","97","130","3.8"
"נחשון","03/01/2021 23:10","97","129","3.5"
"נחשון","03/01/2021 23:20","97","128","3.4"
"נחשון","03/01/2021 23:30","97","134","3"
"נחשון","03/01/2021 23:40","97","135","3.2"
"נחשון","03/01/2021 23:50","97","134","2.6"
"נחשון","04/01/2021 00:00","97","137","2.2"
"נחשון","04/01/2021 00:10","97","135","2.9"
"נחשון","04/01/2021 00:20","98","137","3.3"
"נחשון","04/01/2021 00:30","98","133","3.4"
"נחשון","04/01/2021 00:40","98","153","1.7"
"נחשון","04/01/2021 00:50","98","171","1.2"
"נחשון","04/01/2021 01:00","98","156","1.3"
"נחשון","04/01/2021 01:10","98","139","2.6"
"נחשון","04/01/2021 01:20","98","163","1.3"
"נחשון","04/01/2021 01:30","98","175","1.3"
"נחשון","04/01/2021 01:40","98","176","1.7"
"נחשון","04/01/2021 01:50","98","159","2.1"
"נחשון","04/01/2021 02:00","98","154","2.7"
"נחשון","04/01/2021 02:10","98","155","2.4"
"נחשון","04/01/2021 02:20","98","174","1.7"
"נחשון","04/01/2021 02:30","98","182","1.5"
"נחשון","04/01/2021 02:40","98","179","1.3"
"נחשון","04/01/2021 02:50","98","175","1.2"
"נחשון","04/01/2021 03:00","98","166","1.5"
"נחשון","04/01/2021 03:10","98","162","1.5"
"נחשון","04/01/2021 03:20","98","169","1.1"
"נחשון","04/01/2021 03:30","98","154","1.4"
"נחשון","04/01/2021 03:40","99","158","1.2"
"נחשון","04/01/2021 03:50","99","156","1.5"
"נחשון","04/01/2021 04:00","99","147","1.5"
"נחשון","04/01/2021 04:10","99","155","1.4"
"נחשון","04/01/2021 04:20","99","163","1.7"
"נחשון","04/01/2021 04:30","99","139","2.7"
"נחשון","04/01/2021 04:40","99","158","2.1"
"נחשון","04/01/2021 04:50","99","178","1.4"
"נחשון","04/01/2021 05:00","99","174","1.6"
"נחשון","04/01/2021 05:10","99","181","1.6"
"נחשון","04/01/2021 05:20","99","178","1.6"
"נחשון","04/01/2021 05:30","99","175","1.2"
"נחשון","04/01/2021 05:40","99","164","1.1"
"נחשון","04/01/2021 05:50","99","166","1"
"נחשון","04/01/2021 06:00","99","162","0.9"
"נחשון","04/01/2021 06:10","99","169","1"
"נחשון","04/01/2021 06:20","99","173","0.8"
"נחשון","04/01/2021 06:30","99","186","0.9"
"נחשון","04/01/2021 06:40","99","212","0.5"
"נחשון","04/01/2021 06:50","99","159","0.4"
"נחשון","04/01/2021 07:00","99","160","1.1"
"נחשון","04/01/2021 07:10","99","194","1.6"
"נחשון","04/01/2021 07:20","99","187","1.5"
"נחשון","04/01/2021 07:30","99","171","0.9"
"נחשון","04/01/2021 07:40","100","202","1"
"נחשון","04/01/2021 07:50","100","203","1.6"
"נחשון","04/01/2021 08:00","100","211","1.2"
"נחשון","04/01/2021 08:10","100","211","1.1"
"נחשון","04/01/2021 08:20","100","203","1.3"
"נחשון","04/01/2021 08:30","100","194","1.8"
"נחשון","04/01/2021 08:40","100","209","2.2"
"נחשון","04/01/2021 08:50","100","205","1.5"
"נחשון","04/01/2021 09:00","100","194","1.6"
"נחשון","04/01/2021 09:10","100","211","2"
"נחשון","04/01/2021 09:20","100","242","1.7"
"נחשון","04/01/2021 09:30","100","225","1.2"
"נחשון","04/01/2021 09:40","100","234","0.9"
"נחשון","04/01/2021 09:50","100","240","1"
"נחשון","04/01/2021 10:00","100","245","0.8"
"נחשון","04/01/2021 10:10","100","186","0.6"
"נחשון","04/01/2021 10:20","100","164","0.8"
"נחשון","04/01/2021 10:30","100","226","0.6"
"נחשון","04/01/2021 10:40","100","255","1.2"
"נחשון","04/01/2021 10:50","100","228","1.6"
"נחשון","04/01/2021 11:00","100","241","1.1"
"נחשון","04/01/2021 11:10","100","224","1.7"
"נחשון","04/01/2021 11:20","100","249","1.6"
"נחשון","04/01/2021 11:30","100","228","1.3"
"נחשון","04/01/2021 11:40","100","255","1"
"נחשון","04/01/2021 11:50","99","324","0.6"
"נחשון","04/01/2021 12:00","96","343","0.9"
"נחשון","04/01/2021 12:10","92","344","1.4"
"נחשון","04/01/2021 12:20","80","23","2"
"נחשון","04/01/2021 12:30","63","72","3.9"
"נחשון","04/01/2021 12:40","53","112","6.1"
"נחשון","04/01/2021 12:50","49","108","6.5"
"נחשון","04/01/2021 13:00","46","109","6.3"
"נחשון","04/01/2021 13:10","45","108","6.8"
"נחשון","04/01/2021 13:20","44","124","6.1"
"נחשון","04/01/2021 13:30","43","123","5.6"
"נחשון","04/01/2021 13:40","41","138","5.3"
"נחשון","04/01/2021 13:50","42","131","4.1"
"נחשון","04/01/2021 14:00","41","136","4.1"
"נחשון","04/01/2021 14:10","42","127","3.5"
"נחשון","04/01/2021 14:20","41","144","4.5"
"נחשון","04/01/2021 14:30","41","141","4.9"
"נחשון","04/01/2021 14:40","41","137","5.6"
"נחשון","04/01/2021 14:50","41","132","6.1"
"נחשון","04/01/2021 15:00","41","137","5.4"
"נחשון","04/01/2021 15:10","41","127","5"
"נחשון","04/01/2021 15:20","42","117","5.1"
"נחשון","04/01/2021 15:30","42","112","5"
"נחשון","04/01/2021 15:40","42","110","5.2"
"נחשון","04/01/2021 15:50","42","115","4.5"
"נחשון","04/01/2021 16:00","42","109","4.9"
"נחשון","04/01/2021 16:10","42","119","3.9"
"נחשון","04/01/2021 16:20","42","118","5.1"
"נחשון","04/01/2021 16:30","42","117","4.5"
"נחשון","04/01/2021 16:40","43","114","3.1"
"נחשון","04/01/2021 16:50","44","114","2.4"
"נחשון","04/01/2021 17:00","44","110","3"
"נחשון","04/01/2021 17:10","51","192","2.3"
